identifies_as_woman,identifies_as_hispanic_or_latinx,identifies_as_black,identifies_as_white,highest_education_level,state,direction_country_headed,should_incarcerated_vote,incarceration_impacts_motivation_to_vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,No opinion,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,No opinion,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,No opinion,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,No opinion,Don't know / No opinion,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
